Year,m,d,Time,Time zone,Relative humidity (%),Snow depth (cm),Air temperature (degC),Wind direction (deg),Wind speed (m/s)
2016,11,18,19:00,UTC,93,0,5.2,184,7.5
2016,11,18,20:00,UTC,93,0,5.3,184,7.1
2016,11,18,21:00,UTC,93,0,5.6,178,8.1
2016,11,18,22:00,UTC,94,0,5.7,185,8.3
2016,11,18,23:00,UTC,93,0,6.5,201,6.5
2016,11,19,00:00,UTC,93,0,6.6,210,6
2016,11,19,01:00,UTC,89,0,7,224,4
2016,11,19,02:00,UTC,88,0,6.9,220,4
2016,11,19,03:00,UTC,87,0,6.7,223,3.9
2016,11,19,04:00,UTC,87,0,6.2,220,4.1
2016,11,19,05:00,UTC,86,0,6.2,217,4.5
2016,11,19,06:00,UTC,87,0,6.2,216,4.6
2016,11,19,07:00,UTC,86,0,6.2,217,5
2016,11,19,08:00,UTC,87,0,6.1,210,4.2
2016,11,19,09:00,UTC,86,0,6.3,211,4
2016,11,19,10:00,UTC,89,0,6.6,210,5
2016,11,19,11:00,UTC,83,0,6.8,218,5.1
2016,11,19,12:00,UTC,82,0,6.7,218,4.2
2016,11,19,13:00,UTC,83,0,6.7,225,4.2
2016,11,19,14:00,UTC,80,0,6.5,233,4.1
2016,11,19,15:00,UTC,81,0,6.3,239,4.2
2016,11,19,16:00,UTC,86,0,6.3,217,2.9
2016,11,19,17:00,UTC,86,0,6,216,4
2016,11,19,18:00,UTC,86,0,6,216,3.5
2016,11,19,19:00,UTC,88,0,5.8,217,3.8
2016,11,19,20:00,UTC,88,0,5.8,208,3.4
2016,11,19,21:00,UTC,89,0,5.5,201,3.8
2016,11,19,22:00,UTC,89,0,5.4,182,4.1
2016,11,19,23:00,UTC,92,0,5.1,164,4.2
2016,11,20,00:00,UTC,93,0,5,146,2.4
2016,11,20,01:00,UTC,94,0,5,139,3.5
2016,11,20,02:00,UTC,95,0,4.9,141,2.7
2016,11,20,03:00,UTC,96,0,4.6,126,1.8
2016,11,20,04:00,UTC,96,0,4.1,114,2.3
2016,11,20,05:00,UTC,95,0,3.3,68,2
2016,11,20,06:00,UTC,95,0,2.6,98,2.7
2016,11,20,07:00,UTC,96,0,1.6,325,1.6
2016,11,20,08:00,UTC,97,0,1.5,310,3
2016,11,20,09:00,UTC,97,0,2.2,291,2.9
2016,11,20,10:00,UTC,95,0,3.1,277,3
2016,11,20,11:00,UTC,93,0,3.9,252,2.3
2016,11,20,12:00,UTC,93,0,4.4,237,2.2
2016,11,20,13:00,UTC,93,0,5.1,217,3.1
2016,11,20,14:00,UTC,92,0,5.4,224,3.3
2016,11,20,15:00,UTC,91,0,5.6,237,4.2
2016,11,20,16:00,UTC,90,0,5.6,239,3.4
2016,11,20,17:00,UTC,89,0,5.6,224,2.8
2016,11,20,18:00,UTC,89,0,5.4,222,3
2016,11,20,19:00,UTC,91,0,5,208,3.4
2016,11,20,20:00,UTC,90,0,5.3,206,4.1
2016,11,20,21:00,UTC,87,0,5.2,196,4
2016,11,20,22:00,UTC,91,0,5.1,174,4.8
2016,11,20,23:00,UTC,92,0,4.8,154,3.2
2016,11,21,00:00,UTC,92,0,4.9,142,3.3
2016,11,21,01:00,UTC,91,0,4.8,132,3.3
2016,11,21,02:00,UTC,88,0,5.1,138,4.5
2016,11,21,03:00,UTC,93,0,4.8,136,4.8
2016,11,21,04:00,UTC,94,0,5.5,166,6.2
2016,11,21,05:00,UTC,95,0,6.1,183,5.1
2016,11,21,06:00,UTC,95,0,6.2,179,4.7
2016,11,21,07:00,UTC,95,0,6.4,169,5
2016,11,21,08:00,UTC,91,0,7.1,201,4.4
2016,11,21,09:00,UTC,90,0,7.3,204,5.3
2016,11,21,10:00,UTC,89,0,7.4,208,4.6
2016,11,21,11:00,UTC,89,0,7.4,212,4.5
2016,11,21,12:00,UTC,88,0,7.5,212,4
2016,11,21,13:00,UTC,89,0,7.2,214,5
2016,11,21,14:00,UTC,90,0,7.1,204,4.2
2016,11,21,15:00,UTC,89,0,7.2,208,3.8
2016,11,21,16:00,UTC,90,0,7.2,210,4
2016,11,21,17:00,UTC,90,0,7,216,3.4
2016,11,21,18:00,UTC,90,0,7,212,3.2
2016,11,21,19:00,UTC,90,0,7.1,210,2.5
2016,11,21,20:00,UTC,89,0,7.3,211,3.1
2016,11,21,21:00,UTC,90,0,6.9,204,2
2016,11,21,22:00,UTC,90,0,6.9,228,2.8
2016,11,21,23:00,UTC,92,0,6.4,234,3
2016,11,22,00:00,UTC,92,0,6.3,218,3.2
2016,11,22,01:00,UTC,92,0,6.2,221,2.1
2016,11,22,02:00,UTC,90,0,6.2,209,2.8
2016,11,22,03:00,UTC,89,0,5.8,229,2.5
2016,11,22,04:00,UTC,89,0,5.6,207,3.4
2016,11,22,05:00,UTC,93,0,5,209,3.4
2016,11,22,06:00,UTC,96,0,4.7,206,4
2016,11,22,07:00,UTC,96,0,4.5,203,3.6
2016,11,22,08:00,UTC,96,0,4.4,204,2.9
2016,11,22,09:00,UTC,95,0,4.4,206,3.5
2016,11,22,10:00,UTC,91,0,4.5,214,3.5
2016,11,22,11:00,UTC,93,0,4.2,211,3.7
2016,11,22,12:00,UTC,93,0,4,203,3.6
2016,11,22,13:00,UTC,92,0,3.8,195,3.6
2016,11,22,14:00,UTC,91,0,3.7,206,4
2016,11,22,15:00,UTC,90,0,3.7,210,3.2
2016,11,22,16:00,UTC,90,0,3.7,213,3
2016,11,22,17:00,UTC,90,0,3.7,205,4.1
2016,11,22,18:00,UTC,92,0,3.6,210,3.6
2016,11,22,19:00,UTC,91,0,3.6,218,4.1
2016,11,22,20:00,UTC,91,0,3.7,217,3.7
2016,11,22,21:00,UTC,91,0,3.8,216,3.7
2016,11,22,22:00,UTC,93,0,3.7,219,4.2
2016,11,22,23:00,UTC,94,0,3.6,223,3.8
2016,11,23,00:00,UTC,95,0,3.7,214,3.5
2016,11,23,01:00,UTC,95,0,4,211,2
2016,11,23,02:00,UTC,95,0,4,227,2.9
2016,11,23,03:00,UTC,96,0,4,220,3.2
2016,11,23,04:00,UTC,95,0,4.1,216,3.3
2016,11,23,05:00,UTC,95,0,4,227,2.8
2016,11,23,06:00,UTC,95,0,3.8,218,4
2016,11,23,07:00,UTC,95,0,3.9,220,4.1
2016,11,23,08:00,UTC,94,0,3.9,220,3.8
2016,11,23,09:00,UTC,94,0,3.9,219,4
2016,11,23,10:00,UTC,94,0,4,219,3.4
2016,11,23,11:00,UTC,94,0,4.2,218,3
2016,11,23,12:00,UTC,96,0,4.3,232,3.5
2016,11,23,13:00,UTC,96,0,4.5,228,2.8
2016,11,23,14:00,UTC,96,0,4.6,233,2.4
2016,11,23,15:00,UTC,97,0,4.8,240,4.9
2016,11,23,16:00,UTC,97,0,4.8,246,5
2016,11,23,17:00,UTC,97,0,5,240,4.8
2016,11,23,18:00,UTC,98,0,5,240,4.2
2016,11,23,19:00,UTC,98,0,5.2,240,4.1
2016,11,23,20:00,UTC,98,0,5.3,242,4.6
2016,11,23,21:00,UTC,98,0,5.3,231,2.9
2016,11,23,22:00,UTC,99,0,5.3,237,4
2016,11,23,23:00,UTC,98,0,5.3,236,4.8
2016,11,24,00:00,UTC,99,0,5.4,227,2.5
2016,11,24,01:00,UTC,99,0,5.4,218,3.6
2016,11,24,02:00,UTC,99,0,5.4,229,2.5
2016,11,24,03:00,UTC,99,0,5.5,242,2.3
2016,11,24,04:00,UTC,99,0,5.6,221,3.7
2016,11,24,05:00,UTC,98,0,5.9,214,3.6
2016,11,24,06:00,UTC,97,0,6,222,3.5
2016,11,24,07:00,UTC,96,0,5.9,242,3.3
2016,11,24,08:00,UTC,94,0,6,237,2.8
2016,11,24,09:00,UTC,92,0,5.8,248,3.4
2016,11,24,10:00,UTC,91,0,5.8,280,3.5
2016,11,24,11:00,UTC,90,0,5.4,312,6.3
2016,11,24,12:00,UTC,88,0,2.8,320,9.1
2016,11,24,13:00,UTC,87,0,2.6,310,8
2016,11,24,14:00,UTC,84,0,2.6,315,8
2016,11,24,15:00,UTC,86,0,2.2,305,9.1
2016,11,24,16:00,UTC,84,0,2.1,311,8
2016,11,24,17:00,UTC,80,0,1.8,315,8.4
2016,11,24,18:00,UTC,80,0,1.6,320,8.8
2016,11,24,19:00,UTC,81,0,1.5,308,6.6
2016,11,24,20:00,UTC,81,0,1.3,323,8.1
2016,11,24,21:00,UTC,83,0,0.9,321,6.9
2016,11,24,22:00,UTC,84,0,0.7,324,7.9
2016,11,24,23:00,UTC,83,0,0.7,318,6.8
2016,11,25,00:00,UTC,84,0,0.6,323,6
2016,11,25,01:00,UTC,82,0,0.9,327,6.7
2016,11,25,02:00,UTC,80,0,0.7,340,7.9
2016,11,25,03:00,UTC,82,0,0.4,328,6
2016,11,25,04:00,UTC,80,0,0.5,326,5.9
2016,11,25,05:00,UTC,83,0,0.4,341,5
2016,11,25,06:00,UTC,81,0,0.4,328,5.8
2016,11,25,07:00,UTC,83,0,0.3,340,5.1
2016,11,25,08:00,UTC,84,0,0.3,336,4.7
2016,11,25,09:00,UTC,80,0,0.3,355,4.1
2016,11,25,10:00,UTC,80,0,0.5,334,5.2
2016,11,25,11:00,UTC,81,0,0.3,336,4.6
2016,11,25,12:00,UTC,83,0,-0.2,19,3.7
2016,11,25,13:00,UTC,85,0,-0.5,340,2
2016,11,25,14:00,UTC,85,0,-0.5,27,1
2016,11,25,15:00,UTC,84,0,0,198,1.8
2016,11,25,16:00,UTC,82,0,0.6,224,2.5
2016,11,25,17:00,UTC,82,0,1,202,2.5
2016,11,25,18:00,UTC,81,0,1.6,203,2.8
2016,11,25,19:00,UTC,82,0,1.8,191,3.9
2016,11,25,20:00,UTC,83,0,1.6,187,4.7
2016,11,25,21:00,UTC,88,0,1.9,182,5.6
2016,11,25,22:00,UTC,92,0,2.4,192,5.3
2016,11,25,23:00,UTC,93,0,2.3,206,6.2
2016,11,26,00:00,UTC,94,0,2.6,203,6
2016,11,26,01:00,UTC,95,0,3.3,211,4.3
2016,11,26,02:00,UTC,95,0,4,214,4
2016,11,26,03:00,UTC,96,0,4.8,236,4.3
2016,11,26,04:00,UTC,95,0,5.3,259,3.5
2016,11,26,05:00,UTC,95,0,4.9,274,3.8
2016,11,26,06:00,UTC,95,0,5,280,4.8
2016,11,26,07:00,UTC,95,0,5.1,289,4.3
2016,11,26,08:00,UTC,93,0,5.5,291,4.4
2016,11,26,09:00,UTC,91,0,5.8,283,4.1
2016,11,26,10:00,UTC,89,0,5.8,277,3.5
2016,11,26,11:00,UTC,91,0,5.5,263,4.5
2016,11,26,12:00,UTC,90,0,5.5,273,3.3
2016,11,26,13:00,UTC,89,0,5.5,266,3.1
2016,11,26,14:00,UTC,91,0,5.2,261,2.7
2016,11,26,15:00,UTC,90,0,5,281,4.3
2016,11,26,16:00,UTC,85,0,4.7,300,5.5
2016,11,26,17:00,UTC,84,0,4.2,293,4.9
2016,11,26,18:00,UTC,89,0,3.4,300,5.5
2016,11,26,19:00,UTC,91,0,3.1,303,5.5
2016,11,26,20:00,UTC,89,0,3,310,6.2
2016,11,26,21:00,UTC,90,0,2.8,314,6.1
2016,11,26,22:00,UTC,88,0,2.5,320,6.6
2016,11,26,23:00,UTC,86,0,2.4,322,7.3
2016,11,27,00:00,UTC,88,0,2.1,322,5.6
2016,11,27,01:00,UTC,88,0,1.7,329,5.8
2016,11,27,02:00,UTC,86,0,1.3,343,6.8
2016,11,27,03:00,UTC,91,0,0.2,349,6.3
2016,11,27,04:00,UTC,90,0,0,350,5.3
2016,11,27,05:00,UTC,85,0,0.2,348,5.6
2016,11,27,06:00,UTC,76,0,0.3,358,7
2016,11,27,07:00,UTC,75,0,-0.2,353,7.5
2016,11,27,08:00,UTC,74,0,-0.4,349,6
2016,11,27,09:00,UTC,72,0,-0.6,356,6.4
2016,11,27,10:00,UTC,72,0,-1,351,8.2
2016,11,27,11:00,UTC,73,0,-1.1,2,6.2
2016,11,27,12:00,UTC,71,0,-1.3,355,7.1
2016,11,27,13:00,UTC,69,0,-2,4,7.6
2016,11,27,14:00,UTC,70,0,-2.6,7,6.7
2016,11,27,15:00,UTC,73,0,-3.1,9,5.5
2016,11,27,16:00,UTC,71,0,-3.5,16,6.8
2016,11,27,17:00,UTC,74,0,-3.9,14,6.6
2016,11,27,18:00,UTC,82,0,-4,11,5.3
2016,11,27,19:00,UTC,82,0,-3.6,15,5.6
2016,11,27,20:00,UTC,86,0,-3.5,15,6.4
2016,11,27,21:00,UTC,89,0,-3.5,16,5.1
2016,11,27,22:00,UTC,83,0,-3.5,7,7.1
2016,11,27,23:00,UTC,77,0,-3.7,4,6.6
2016,11,28,00:00,UTC,67,0,-4.4,22,8.2
2016,11,28,01:00,UTC,70,0,-4.5,10,6.5
2016,11,28,02:00,UTC,75,0,-5.1,9,7.5
2016,11,28,03:00,UTC,76,0,-5.6,6,7.4
2016,11,28,04:00,UTC,79,0,-5.8,358,7.3
2016,11,28,05:00,UTC,81,0,-5.7,3,6.7
2016,11,28,06:00,UTC,81,0,-5.4,347,6.1
2016,11,28,07:00,UTC,78,0,-4.7,344,5.8
2016,11,28,08:00,UTC,79,0,-3.9,331,5.2
2016,11,28,09:00,UTC,80,0,-3,338,5.8
2016,11,28,10:00,UTC,80,0,-2.3,334,5.2
2016,11,28,11:00,UTC,79,0,-2.1,334,5.2
2016,11,28,12:00,UTC,79,0,-2.1,335,4.3
2016,11,28,13:00,UTC,80,0,-2.5,339,4.8
2016,11,28,14:00,UTC,82,0,-2.9,337,4.5
2016,11,28,15:00,UTC,83,0,-3.1,331,4
2016,11,28,16:00,UTC,86,0,-3.8,332,3
2016,11,28,17:00,UTC,89,0,-3.5,309,2.8
2016,11,28,18:00,UTC,87,0,-3.6,319,2.8
2016,11,28,19:00,UTC,88,0,-3.8,339,3.7
2016,11,28,20:00,UTC,89,0,-3.8,346,3.2
2016,11,28,21:00,UTC,86,0,-3.3,14,3.6
2016,11,28,22:00,UTC,78,0,-3.7,9,5.1
2016,11,28,23:00,UTC,80,0,-4.6,16,4.1
2016,11,29,00:00,UTC,80,0,-4.9,5,3.3
2016,11,29,01:00,UTC,84,0,-5.5,360,3.8
2016,11,29,02:00,UTC,83,0,-5.6,11,4
2016,11,29,03:00,UTC,84,0,-6.1,3,3.7
2016,11,29,04:00,UTC,87,0,-6.6,360,3.4
2016,11,29,05:00,UTC,90,0,-7.5,343,2.1
2016,11,29,06:00,UTC,90,0,-7.7,338,2.6
2016,11,29,07:00,UTC,92,0,-8,335,2.8
2016,11,29,08:00,UTC,88,0,-7.2,336,3.1
2016,11,29,09:00,UTC,84,0,-6.8,347,1.5
2016,11,29,10:00,UTC,79,0,-5.3,298,2.1
2016,11,29,11:00,UTC,74,0,-4.6,300,1.8
2016,11,29,12:00,UTC,74,0,-4.1,299,2
2016,11,29,13:00,UTC,67,0,-3.4,272,2.2
2016,11,29,14:00,UTC,68,0,-2.8,263,2.3
2016,11,29,15:00,UTC,80,0,-2.2,236,2.6
2016,11,29,16:00,UTC,77,0,0.7,242,3.2
2016,11,29,17:00,UTC,74,0,2.1,237,4.3
2016,11,29,18:00,UTC,83,0,1.9,227,3.4
2016,11,29,19:00,UTC,82,0,2.1,229,3.7
2016,11,29,20:00,UTC,91,0,1.3,222,3.9
2016,11,29,21:00,UTC,92,0,1.6,220,4.7
2016,11,29,22:00,UTC,93,0,1.9,226,4.5
2016,11,29,23:00,UTC,93,0,2.4,220,4.6
2016,11,30,00:00,UTC,92,0,2.8,224,4.3
2016,11,30,01:00,UTC,89,0,3.1,220,3.7
2016,11,30,02:00,UTC,91,0,3,233,3.9
2016,11,30,03:00,UTC,89,0,3.1,234,4
2016,11,30,04:00,UTC,83,0,3,262,3.6
2016,11,30,05:00,UTC,88,0,2.1,276,3.2
2016,11,30,06:00,UTC,86,0,1.8,294,2.7
2016,11,30,07:00,UTC,86,0,1.5,282,3.3
2016,11,30,08:00,UTC,88,0,1.2,278,3
2016,11,30,09:00,UTC,89,0,1.1,286,3.2
2016,11,30,10:00,UTC,89,0,1.5,284,3.5
2016,11,30,11:00,UTC,88,0,1.7,268,2.9
2016,11,30,12:00,UTC,87,0,1.9,263,2.7
2016,11,30,13:00,UTC,88,0,1.8,266,3.2
2016,11,30,14:00,UTC,87,0,1.8,281,3.4
2016,11,30,15:00,UTC,88,0,1.5,283,4
2016,11,30,16:00,UTC,86,0,1.6,293,3.7
2016,11,30,17:00,UTC,88,0,1.1,293,3.8
2016,11,30,18:00,UTC,88,0,0.9,295,4.4
2016,11,30,19:00,UTC,87,0,0.8,296,4.1
2016,11,30,20:00,UTC,88,0,0.4,290,3.8
2016,11,30,21:00,UTC,89,0,0.1,296,4.3
2016,11,30,22:00,UTC,89,0,-0.2,301,4.2
2016,11,30,23:00,UTC,88,0,-0.3,288,3.7
2016,12,1,00:00,UTC,87,0,-0.4,288,3.7
2016,12,1,01:00,UTC,86,0,-0.2,286,3.7
2016,12,1,02:00,UTC,87,0,-0.4,286,3.9
2016,12,1,03:00,UTC,86,0,-0.6,290,3.6
2016,12,1,04:00,UTC,86,0,-0.7,282,3.6
2016,12,1,05:00,UTC,85,0,-0.5,279,4.3
2016,12,1,06:00,UTC,84,0,-0.4,281,4.4
2016,12,1,07:00,UTC,83,0,-0.4,287,2.9
2016,12,1,08:00,UTC,81,0,-0.2,278,2.8
2016,12,1,09:00,UTC,82,0,0,281,3.5
2016,12,1,10:00,UTC,80,0,0.4,279,3.7
2016,12,1,11:00,UTC,80,0,0.4,283,2.8
2016,12,1,12:00,UTC,79,0,0.4,285,2.5
2016,12,1,13:00,UTC,82,0,-0.2,274,2.8
2016,12,1,14:00,UTC,84,0,-0.6,282,2.5
2016,12,1,15:00,UTC,86,0,-0.7,282,2.7
2016,12,1,16:00,UTC,87,0,-0.7,271,2.5
2016,12,1,17:00,UTC,87,0,-0.8,282,2.6
2016,12,1,18:00,UTC,89,0,-1.1,300,1.7
2016,12,1,19:00,UTC,91,0,-1.1,309,1
2016,12,1,20:00,UTC,92,0,-1.4,338,0.9
2016,12,1,21:00,UTC,93,0,-2.3,324,1.1
2016,12,1,22:00,UTC,96,0,-2.3,78,0.9
2016,12,1,23:00,UTC,95,0,-2,94,1.9
2016,12,2,00:00,UTC,95,0,-3.7,332,1.6
2016,12,2,01:00,UTC,96,0,-4.3,49,1.6
2016,12,2,02:00,UTC,96,0,-4.6,12,1
2016,12,2,03:00,UTC,97,0,-4.5,359,1.8
2016,12,2,04:00,UTC,96,0,-4.3,15,1.4
2016,12,2,05:00,UTC,95,0,-3.7,353,2.2
2016,12,2,06:00,UTC,94,0,-3.3,341,2.1
2016,12,2,07:00,UTC,92,0,-3.4,356,2.7
2016,12,2,08:00,UTC,91,0,-3.5,1,3.2
2016,12,2,09:00,UTC,91,0,-3,340,3
2016,12,2,10:00,UTC,90,0,-2.4,358,4.3
2016,12,2,11:00,UTC,89,0,-1.9,347,4.3
2016,12,2,12:00,UTC,88,0,-1.5,3,3.9
2016,12,2,13:00,UTC,87,0,-1.5,349,4.4
2016,12,2,14:00,UTC,85,0,-1.6,344,3.6
2016,12,2,15:00,UTC,88,0,-1.7,338,3.7
2016,12,2,16:00,UTC,87,0,-1.7,344,4.7
2016,12,2,17:00,UTC,86,0,-2.2,340,4.1
2016,12,2,18:00,UTC,88,0,-2.6,337,4
2016,12,2,19:00,UTC,89,0,-2.5,332,4.3
2016,12,2,20:00,UTC,86,0,-1.8,334,4
2016,12,2,21:00,UTC,85,0,-1.7,336,4.2
2016,12,2,22:00,UTC,84,0,-1.6,335,3.8
2016,12,2,23:00,UTC,81,0,-1.7,340,5.2
2016,12,3,00:00,UTC,84,0,-2.2,342,4.6
2016,12,3,01:00,UTC,78,0,-2,348,5.1
2016,12,3,02:00,UTC,73,0,-2.2,345,5.7
2016,12,3,03:00,UTC,72,0,-2.5,354,6.6
2016,12,3,04:00,UTC,74,0,-2.6,359,6.2
2016,12,3,05:00,UTC,73,0,-2.7,351,5.9
2016,12,3,06:00,UTC,75,0,-3,349,5.5
2016,12,3,07:00,UTC,73,0,-3,356,6.3
2016,12,3,08:00,UTC,74,0,-3,353,6.1
2016,12,3,09:00,UTC,79,0,-3.1,340,5.7
2016,12,3,10:00,UTC,79,0,-2.8,353,4.6
2016,12,3,11:00,UTC,79,0,-3,358,6
2016,12,3,12:00,UTC,77,0,-3.2,7,5.7
2016,12,3,13:00,UTC,80,0,-3.9,355,5.3
2016,12,3,14:00,UTC,79,0,-4.4,355,5.1
2016,12,3,15:00,UTC,80,0,-5,354,4.8
2016,12,3,16:00,UTC,79,0,-5.4,352,5.3
2016,12,3,17:00,UTC,78,0,-5.8,350,5.1
2016,12,3,18:00,UTC,77,0,-5.9,359,4.5
2016,12,3,19:00,UTC,79,0,-6.3,347,4.5
2016,12,3,20:00,UTC,83,0,-6.8,345,5.2
2016,12,3,21:00,UTC,85,0,-7,339,5.6
2016,12,3,22:00,UTC,86,0,-7.1,338,4.9
2016,12,3,23:00,UTC,86,0,-7.3,345,4.7
2016,12,4,00:00,UTC,86,0,-7.8,332,3.6
2016,12,4,01:00,UTC,86,0,-7.5,338,5.6
2016,12,4,02:00,UTC,86,0,-7.7,336,5
2016,12,4,03:00,UTC,87,0,-7.7,333,4.9
2016,12,4,04:00,UTC,87,0,-7.8,333,4.1
2016,12,4,05:00,UTC,86,0,-8.1,341,4.9
2016,12,4,06:00,UTC,87,0,-8.4,338,4
2016,12,4,07:00,UTC,88,0,-8.9,341,2.9
2016,12,4,08:00,UTC,89,0,-9.2,342,2.5
2016,12,4,09:00,UTC,86,0,-8.6,350,1.9
2016,12,4,10:00,UTC,82,0,-7.4,305,1.1
2016,12,4,11:00,UTC,80,0,-6.5,294,1.8
2016,12,4,12:00,UTC,81,0,-6.7,351,0.6
2016,12,4,13:00,UTC,81,0,-4.6,236,1.9
2016,12,4,14:00,UTC,74,0,-1.9,217,2.8
2016,12,4,15:00,UTC,81,0,-0.6,223,4
2016,12,4,16:00,UTC,89,0,-0.3,213,4.1
2016,12,4,17:00,UTC,95,0,0,236,4.7
2016,12,4,18:00,UTC,97,0,1.2,237,5.9
2016,12,4,19:00,UTC,95,0,2.5,242,6
2016,12,4,20:00,UTC,90,0,3.3,250,6.3
2016,12,4,21:00,UTC,90,0,3.1,260,6.3
2016,12,4,22:00,UTC,92,0,2.7,267,5.1
2016,12,4,23:00,UTC,90,0,3,266,4.7
2016,12,5,00:00,UTC,90,0,3.2,277,5.5
2016,12,5,01:00,UTC,87,0,3.6,278,5.9
2016,12,5,02:00,UTC,83,0,4.2,282,6.4
2016,12,5,03:00,UTC,80,0,4.5,275,5.9
2016,12,5,04:00,UTC,76,0,5.3,279,6.8
2016,12,5,05:00,UTC,75,0,5.5,287,5.7
2016,12,5,06:00,UTC,71,0,6.6,300,7.3
2016,12,5,07:00,UTC,72,0,6.4,310,10.6
2016,12,5,08:00,UTC,74,0,5.4,324,10.5
2016,12,5,09:00,UTC,75,0,4.2,317,8.1
2016,12,5,10:00,UTC,72,0,3.5,327,7.9
2016,12,5,11:00,UTC,71,0,3.7,319,8.1
2016,12,5,12:00,UTC,78,0,2.8,324,7.6
2016,12,5,13:00,UTC,80,0,2.7,321,7.9
2016,12,5,14:00,UTC,77,0,2.4,330,7.6
2016,12,5,15:00,UTC,79,0,1.7,333,8.1
2016,12,5,16:00,UTC,67,0,1.5,344,8
2016,12,5,17:00,UTC,69,0,1.2,347,7.9
2016,12,5,18:00,UTC,65,0,0.7,348,7.1
2016,12,5,19:00,UTC,65,0,-0.9,2,7.6
2016,12,5,20:00,UTC,63,0,-1.7,360,6
2016,12,5,21:00,UTC,62,0,-2.4,356,7.5
2016,12,5,22:00,UTC,65,0,-3.3,359,6.3
2016,12,5,23:00,UTC,69,0,-4.6,21,4.5
2016,12,6,00:00,UTC,71,0,-5.3,358,4.9
2016,12,6,01:00,UTC,72,0,-5.6,1,5.7
2016,12,6,02:00,UTC,74,0,-5.7,2,5.7
2016,12,6,03:00,UTC,75,0,-6,1,4.8
2016,12,6,04:00,UTC,77,0,-6.4,12,4.3
2016,12,6,05:00,UTC,80,0,-7,3,4.5
2016,12,6,06:00,UTC,82,0,-7.4,1,3.8
2016,12,6,07:00,UTC,83,0,-8,1,3.4
2016,12,6,08:00,UTC,84,0,-8.4,355,3.5
2016,12,6,09:00,UTC,84,0,-8.3,345,4
2016,12,6,10:00,UTC,81,0,-7.7,346,4.3
2016,12,6,11:00,UTC,78,0,-6.8,348,3.2
2016,12,6,12:00,UTC,78,0,-6.6,325,4.2
2016,12,6,13:00,UTC,80,0,-7,336,2.9
2016,12,6,14:00,UTC,80,0,-7.5,329,3.9
2016,12,6,15:00,UTC,80,0,-7.9,345,4.2
2016,12,6,16:00,UTC,83,0,-8.6,333,3.8
2016,12,6,17:00,UTC,85,0,-9.1,328,2.7
2016,12,6,18:00,UTC,87,0,-9.9,340,2.9
2016,12,6,19:00,UTC,88,0,-9.9,338,2.5
2016,12,6,20:00,UTC,88,0,-10.6,344,2.1
2016,12,6,21:00,UTC,90,0,-10.6,310,1.3
2016,12,6,22:00,UTC,82,0,-8.8,283,2.4
2016,12,6,23:00,UTC,79,0,-7.2,261,2.7
2016,12,7,00:00,UTC,78,0,-6,265,2.7
2016,12,7,01:00,UTC,82,0,-5.3,268,2.4
2016,12,7,02:00,UTC,84,0,-2.4,243,3
2016,12,7,03:00,UTC,83,0,0.1,250,5.2
2016,12,7,04:00,UTC,81,0,0.7,253,5
2016,12,7,05:00,UTC,80,0,1,272,6.3
2016,12,7,06:00,UTC,80,0,1.3,267,4.8
2016,12,7,07:00,UTC,79,0,1.7,261,5.8
2016,12,7,08:00,UTC,77,0,2.1,272,5.3
2016,12,7,09:00,UTC,75,0,2.1,281,5.5
2016,12,7,10:00,UTC,76,0,2.1,282,6.8
2016,12,7,11:00,UTC,79,0,1.6,284,7
2016,12,7,12:00,UTC,81,0,1.3,282,7.6
2016,12,7,13:00,UTC,83,0,1.4,289,6.2
2016,12,7,14:00,UTC,82,0,1.6,280,5.1
2016,12,7,15:00,UTC,90,0,1.2,277,4.1
2016,12,7,16:00,UTC,95,0,0.9,271,3.2
2016,12,7,17:00,UTC,93,0,1.5,274,3.5
2016,12,7,18:00,UTC,94,0,1.7,265,3.1
2016,12,7,19:00,UTC,94,0,2,271,2.6
2016,12,7,20:00,UTC,94,0,2.1,265,3.5
2016,12,7,21:00,UTC,91,0,2.6,254,3.2
2016,12,7,22:00,UTC,93,0,1.8,256,3.4
2016,12,7,23:00,UTC,94,0,1.7,264,3.3
2016,12,8,00:00,UTC,95,0,2.3,247,2.3
2016,12,8,01:00,UTC,96,0,3,216,1.5
2016,12,8,02:00,UTC,97,0,3.1,241,2.8
2016,12,8,03:00,UTC,97,0,3.1,266,1.4
2016,12,8,04:00,UTC,97,0,2.3,305,2.3
2016,12,8,05:00,UTC,97,0,2.4,310,2.9
2016,12,8,06:00,UTC,97,0,2.1,308,2.7
2016,12,8,07:00,UTC,97,0,2.1,319,2
2016,12,8,08:00,UTC,97,0,2.2,301,1.9
2016,12,8,09:00,UTC,98,0,2.2,285,1.9
2016,12,8,10:00,UTC,98,0,2.2,300,2
2016,12,8,11:00,UTC,98,0,2.1,320,1.7
2016,12,8,12:00,UTC,98,0,2.1,309,1.5
2016,12,8,13:00,UTC,98,0,2,344,1.6
2016,12,8,14:00,UTC,98,0,1.9,350,2.4
2016,12,8,15:00,UTC,98,0,1.5,337,2.4
2016,12,8,16:00,UTC,98,0,1.4,341,2.3
2016,12,8,17:00,UTC,98,0,1.4,340,2.4
2016,12,8,18:00,UTC,98,0,1.4,337,1.6
2016,12,8,19:00,UTC,97,0,1.7,299,2.3
2016,12,8,20:00,UTC,97,0,1.6,310,1.5
